5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,2.49932,3.4869,3.95101,4.2048,4.36097,4.46577,4.54068,4.59676,4.64025,4.67493,4.70318,4.72661,4.74634,4.76315,4.77764,4.79023,4.80126,4.811,4.81964,4.82735,4.83426,4.84049,4.84611,4.85122,4.85587,4.8601,4.86398,4.86754,4.8708,4.87381,4.87658,4.87913,4.8815,4.88368,4.88571,4.88758,4.88932,4.89094,4.89243,4.89382,4.89512,4.89631,4.89742,4.89845,4.8994,4.90028,4.90109,4.90184,4.90253,4.90316,4.90373,4.90425,4.90472,4.90514,4.90552,4.90585,4.90613,4.90638,4.90658,4.90674,4.90686,4.90694,4.90698,4.90698,4.90694,4.90686,4.90674,4.90658,4.90638,4.90613,4.90585,4.90552,4.90514,4.90472,4.90425,4.90373,4.90316,4.90253,4.90184,4.90109,4.90028,4.8994,4.89845,4.89742,4.89631,4.89512,4.89382,4.89243,4.89094,4.88932,4.88758,4.88571,4.88368,4.8815,4.87913,4.87658,4.87381,4.8708,4.86754,4.86398,4.8601,4.85587,4.85122,4.84611,4.84049,4.83426,4.82735,4.81964,4.811,4.80126,4.79023,4.77764,4.76315,4.74634,4.72661,4.70318,4.67493,4.64025,4.59676,4.54068,4.46577,4.36097,4.2048,3.95101,3.4869,2.49932,0
0,1.51038,2.49728,3.11235,3.50723,3.77331,3.96144,4.10017,4.2061,4.28933,4.35627,4.41117,4.45693,4.49559,4.52864,4.55717,4.58202,4.60382,4.62308,4.6402,4.65549,4.66921,4.68157,4.69275,4.7029,4.71214,4.72057,4.72829,4.73536,4.74186,4.74785,4.75336,4.75846,4.76317,4.76752,4.77156,4.7753,4.77877,4.78199,4.78498,4.78775,4.79032,4.79271,4.79492,4.79698,4.79887,4.80063,4.80225,4.80374,4.80511,4.80637,4.80751,4.80855,4.80949,4.81033,4.81108,4.81174,4.81231,4.8128,4.8132,4.81352,4.81375,4.81391,4.81399,4.81399,4.81391,4.81375,4.81352,4.8132,4.8128,4.81231,4.81174,4.81108,4.81033,4.80949,4.80855,4.80751,4.80637,4.80511,4.80374,4.80225,4.80063,4.79887,4.79698,4.79492,4.79271,4.79032,4.78775,4.78498,4.78199,4.77877,4.7753,4.77156,4.76752,4.76317,4.75846,4.75336,4.74785,4.74186,4.73536,4.72829,4.72057,4.71214,4.7029,4.69275,4.68157,4.66921,4.65549,4.6402,4.62308,4.60382,4.58202,4.55717,4.52864,4.49559,4.45693,4.41117,4.35627,4.28933,4.2061,4.10017,3.96144,3.77331,3.50723,3.11235,2.49728,1.51038,0
0,1.0449,1.87949,2.49388,2.93845,3.26359,3.50652,3.69247,3.83814,3.95469,4.04967,4.12831,4.19435,4.25046,4.29864,4.34038,4.37685,4.40893,4.43732,4.46259,4.4852,4.50551,4.52384,4.54042,4.55549,4.56922,4.58175,4.59323,4.60376,4.61344,4.62236,4.63058,4.63817,4.64519,4.65169,4.65771,4.66329,4.66847,4.67328,4.67774,4.68188,4.68572,4.68928,4.69259,4.69565,4.69849,4.70111,4.70353,4.70576,4.70781,4.70969,4.7114,4.71295,4.71436,4.71562,4.71674,4.71772,4.71857,4.7193,4.7199,4.72038,4.72073,4.72097,4.72109,4.72109,4.72097,4.72073,4.72038,4.7199,4.7193,4.71857,4.71772,4.71674,4.71562,4.71436,4.71295,4.7114,4.70969,4.70781,4.70576,4.70353,4.70111,4.69849,4.69565,4.69259,4.68928,4.68572,4.68188,4.67774,4.67328,4.66847,4.66329,4.65771,4.65169,4.64519,4.63817,4.63058,4.62236,4.61344,4.60376,4.59323,4.58175,4.56922,4.55549,4.54042,4.52384,4.50551,4.4852,4.46259,4.43732,4.40893,4.37685,4.34038,4.29864,4.25046,4.19435,4.12831,4.04967,3.95469,3.83814,3.69247,3.50652,3.26359,2.93845,2.49388,1.87949,1.0449,0
0,0.789754,1.48189,2.04522,2.48911,2.83607,3.10859,3.32504,3.49931,3.64162,3.75939,3.85807,3.94168,4.01325,4.07507,4.12888,4.17607,4.21772,4.25468,4.28765,4.31721,4.3438,4.36783,4.38962,4.40943,4.42749,4.444,4.45912,4.47301,4.48579,4.49756,4.50842,4.51845,4.52774,4.53633,4.5443,4.55169,4.55854,4.56491,4.57081,4.5763,4.58139,4.58612,4.5905,4.59456,4.59832,4.6018,4.60501,4.60797,4.61068,4.61317,4.61544,4.61751,4.61937,4.62104,4.62253,4.62383,4.62497,4.62593,4.62672,4.62736,4.62783,4.62815,4.6283,4.6283,4.62815,4.62783,4.62736,4.62672,4.62593,4.62497,4.62383,4.62253,4.62104,4.61937,4.61751,4.61544,4.61317,4.61068,4.60797,4.60501,4.6018,4.59832,4.59456,4.5905,4.58612,4.58139,4.5763,4.57081,4.56491,4.55854,4.55169,4.5443,4.53633,4.52774,4.51845,4.50842,4.49756,4.48579,4.47301,4.45912,4.444,4.42749,4.40943,4.38962,4.36783,4.3438,4.31721,4.28765,4.25468,4.21772,4.17607,4.12888,4.07507,4.01325,3.94168,3.85807,3.75939,3.64162,3.49931,3.32504,3.10859,2.83607,2.48911,2.04522,1.48189,0.789754,0
0,0.632226,1.21309,1.716,2.13672,2.48299,2.76672,2.99978,3.19246,3.35308,3.4882,3.60288,3.70107,3.78581,3.8595,3.92401,3.98084,4.03119,4.07602,4.11613,4.15217,4.18467,4.21408,4.24079,4.26511,4.28731,4.30762,4.32625,4.34338,4.35914,4.37367,4.38709,4.39949,4.41097,4.42161,4.43147,4.44062,4.44911,4.45699,4.46432,4.47112,4.47743,4.48329,4.48873,4.49377,4.49844,4.50276,4.50674,4.51041,4.51379,4.51688,4.5197,4.52226,4.52458,4.52665,4.5285,4.53012,4.53153,4.53272,4.53371,4.5345,4.53509,4.53548,4.53567,4.53567,4.53548,4.53509,4.5345,4.53371,4.53272,4.53153,4.53012,4.5285,4.52665,4.52458,4.52226,4.5197,4.51688,4.51379,4.51041,4.50674,4.50276,4.49844,4.49377,4.48873,4.48329,4.47743,4.47112,4.46432,4.45699,4.44911,4.44062,4.43147,4.42161,4.41097,4.39949,4.38709,4.37367,4.35914,4.34338,4.32625,4.30762,4.28731,4.26511,4.24079,4.21408,4.18467,4.15217,4.11613,4.07602,4.03119,3.98084,3.92401,3.8595,3.78581,3.70107,3.60288,3.4882,3.35308,3.19246,2.99978,2.76672,2.48299,2.13672,1.716,1.21309,0.632226,0
0,0.526064,1.02223,1.46899,1.85876,2.19246,2.47551,2.7149,2.91766,3.09006,3.23744,3.3642,3.47389,3.56942,3.6531,3.72681,3.79209,3.85017,3.90209,3.94868,3.99066,4.02862,4.06304,4.09435,4.1229,4.14901,4.17293,4.1949,4.2151,4.23372,4.2509,4.26677,4.28145,4.29505,4.30766,4.31935,4.3302,4.34028,4.34964,4.35834,4.36642,4.37392,4.38089,4.38736,4.39335,4.39891,4.40404,4.40879,4.41316,4.41717,4.42085,4.42421,4.42726,4.43002,4.43249,4.43469,4.43663,4.4383,4.43973,4.44091,4.44184,4.44255,4.44301,4.44324,4.44324,4.44301,4.44255,4.44184,4.44091,4.43973,4.4383,4.43663,4.43469,4.43249,4.43002,4.42726,4.42421,4.42085,4.41717,4.41316,4.40879,4.40404,4.39891,4.39335,4.38736,4.38089,4.37392,4.36642,4.35834,4.34964,4.34028,4.3302,4.31935,4.30766,4.29505,4.28145,4.26677,4.2509,4.23372,4.2151,4.1949,4.17293,4.14901,4.1229,4.09435,4.06304,4.02862,3.99066,3.94868,3.90209,3.85017,3.79209,3.72681,3.6531,3.56942,3.47389,3.3642,3.23744,3.09006,2.91766,2.7149,2.47551,2.19246,1.85876,1.46899,1.02223,0.526064,0
0,0.4498,0.880779,1.27896,1.63687,1.9526,2.22795,2.46667,2.67321,2.85206,3.00731,3.14257,3.2609,3.36488,3.45667,3.53806,3.61053,3.67532,3.73348,3.78586,3.83319,3.8761,3.91511,3.95066,3.98315,4.0129,4.0402,4.0653,4.08842,4.10974,4.12943,4.14764,4.1645,4.18013,4.19462,4.20807,4.22057,4.23217,4.24296,4.25298,4.2623,4.27096,4.279,4.28646,4.29338,4.29979,4.30573,4.31121,4.31626,4.3209,4.32515,4.32903,4.33256,4.33575,4.33861,4.34115,4.34339,4.34533,4.34698,4.34834,4.34943,4.35024,4.35078,4.35105,4.35105,4.35078,4.35024,4.34943,4.34834,4.34698,4.34533,4.34339,4.34115,4.33861,4.33575,4.33256,4.32903,4.32515,4.3209,4.31626,4.31121,4.30573,4.29979,4.29338,4.28646,4.279,4.27096,4.2623,4.25298,4.24296,4.23217,4.22057,4.20807,4.19462,4.18013,4.1645,4.14764,4.12943,4.10974,4.08842,4.0653,4.0402,4.0129,3.98315,3.95066,3.91511,3.8761,3.83319,3.78586,3.73348,3.67532,3.61053,3.53806,3.45667,3.36488,3.2609,3.14257,3.00731,2.85206,2.67321,2.46667,2.22795,1.9526,1.63687,1.27896,0.880779,0.4498,0
0,0.392358,0.77213,1.1292,1.45715,1.75312,2.01703,2.2506,2.45646,2.63765,2.79717,2.93786,3.06224,3.17253,3.27065,3.35822,3.43665,3.50712,3.57064,3.62807,3.68014,3.72748,3.77063,3.81005,3.84614,3.87924,3.90967,3.93769,3.96353,3.98738,4.00944,4.02986,4.04879,4.06634,4.08263,4.09776,4.11182,4.12489,4.13704,4.14834,4.15884,4.16861,4.17768,4.1861,4.19392,4.20116,4.20787,4.21406,4.21976,4.22501,4.22982,4.23421,4.2382,4.24181,4.24504,4.24792,4.25045,4.25265,4.25451,4.25606,4.25729,4.2582,4.25881,4.25912,4.25912,4.25881,4.2582,4.25729,4.25606,4.25451,4.25265,4.25045,4.24792,4.24504,4.24181,4.2382,4.23421,4.22982,4.22501,4.21976,4.21406,4.20787,4.20116,4.19392,4.1861,4.17768,4.16861,4.15884,4.14834,4.13704,4.12489,4.11182,4.09776,4.08263,4.06634,4.04879,4.02986,4.00944,3.98738,3.96353,3.93769,3.90967,3.87924,3.84614,3.81005,3.77063,3.72748,3.68014,3.62807,3.57064,3.50712,3.43665,3.35822,3.27065,3.17253,3.06224,2.93786,2.79717,2.63765,2.45646,2.2506,2.01703,1.75312,1.45715,1.1292,0.77213,0.392358,0
0,0.347501,0.686179,1.00857,1.3094,1.58569,1.83647,2.06223,2.26439,2.4449,2.60588,2.74947,2.87768,2.99236,3.09516,3.18753,3.27073,3.34587,3.4139,3.47565,3.53183,3.58306,3.62988,3.67276,3.7121,3.74826,3.78156,3.81226,3.84062,3.86683,3.8911,3.91359,3.93445,3.95381,3.9718,3.98851,4.00406,4.01852,4.03197,4.04448,4.05612,4.06695,4.07701,4.08636,4.09503,4.10307,4.11052,4.11739,4.12373,4.12957,4.13491,4.13979,4.14423,4.14824,4.15184,4.15504,4.15786,4.1603,4.16237,4.16409,4.16546,4.16648,4.16716,4.1675,4.1675,4.16716,4.16648,4.16546,4.16409,4.16237,4.1603,4.15786,4.15504,4.15184,4.14824,4.14423,4.13979,4.13491,4.12957,4.12373,4.11739,4.11052,4.10307,4.09503,4.08636,4.07701,4.06695,4.05612,4.04448,4.03197,4.01852,4.00406,3.98851,3.9718,3.95381,3.93445,3.91359,3.8911,3.86683,3.84062,3.81226,3.78156,3.74826,3.7121,3.67276,3.62988,3.58306,3.53183,3.47565,3.4139,3.34587,3.27073,3.18753,3.09516,2.99236,2.87768,2.74947,2.60588,2.4449,2.26439,2.06223,1.83647,1.58569,1.3094,1.00857,0.686179,0.347501,0
