5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,2.49724,3.48275,3.94479,4.19651,4.35061,4.45335,4.52621,4.58024,4.62171,4.65435,4.68059,4.70202,4.71975,4.73457,4.74708,4.75769,4.76675,4.77452,4.78119,4.78693,4.79186,4.7961,4.79972,4.80279,4.80538,4.80752,4.80925,4.81061,4.8116,4.81226,4.81259,4.81259,4.81226,4.8116,4.81061,4.80925,4.80752,4.80538,4.80279,4.79972,4.7961,4.79186,4.78693,4.78119,4.77452,4.76675,4.75769,4.74708,4.73457,4.71975,4.70202,4.68059,4.65435,4.62171,4.58024,4.52621,4.45335,4.35061,4.19651,3.94479,3.48275,2.49724,0
0,1.50622,2.48897,3.09989,3.49063,3.75258,3.9366,4.07122,4.17307,4.25223,4.31512,4.36599,4.40773,4.4424,4.47147,4.49604,4.51694,4.53481,4.55013,4.56331,4.57466,4.58443,4.59281,4.59998,4.60608,4.6112,4.61545,4.61888,4.62157,4.62355,4.62485,4.6255,4.6255,4.62485,4.62355,4.62157,4.61888,4.61545,4.6112,4.60608,4.59998,4.59281,4.58443,4.57466,4.56331,4.55013,4.53481,4.51694,4.49604,4.47147,4.4424,4.40773,4.36599,4.31512,4.25223,4.17307,4.07122,3.9366,3.75258,3.49063,3.09989,2.48897,1.50622,0
0,1.03867,1.86702,2.47518,2.91354,3.23248,3.46923,3.64903,3.78857,3.89901,3.98791,4.06051,4.12053,4.17065,4.21287,4.24867,4.27922,4.3054,4.32789,4.34727,4.36398,4.37837,4.39074,4.40133,4.41033,4.4179,4.42418,4.42927,4.43324,4.43617,4.4381,4.43905,4.43905,4.4381,4.43617,4.43324,4.42927,4.42418,4.4179,4.41033,4.40133,4.39074,4.37837,4.36398,4.34727,4.32789,4.3054,4.27922,4.24867,4.21287,4.17065,4.12053,4.06051,3.98791,3.89901,3.78857,3.64903,3.46923,3.23248,2.91354,2.47518,1.86702,1.03867,0
0,0.781431,1.46525,2.02027,2.45588,2.79456,3.05884,3.26708,3.43317,3.56734,3.677,3.76762,3.84321,3.9068,3.96067,4.00657,4.04588,4.07966,4.10877,4.1339,4.15561,4.17433,4.19045,4.20425,4.216,4.2259,4.23411,4.24076,4.24596,4.24979,4.25231,4.25357,4.25357,4.25231,4.24979,4.24596,4.24076,4.23411,4.2259,4.216,4.20425,4.19045,4.17433,4.15561,4.1339,4.10877,4.07966,4.04588,4.00657,3.96067,3.9068,3.84321,3.76762,3.677,3.56734,3.43317,3.26708,3.05884,2.79456,2.45588,2.02027,1.46525,0.781431,0
0,0.621811,1.19226,1.68479,2.09513,2.43106,2.70447,2.92726,3.10972,3.26016,3.38514,3.48975,3.57791,3.65268,3.71644,3.77107,3.81806,3.85859,3.89364,3.92397,3.95021,3.9729,3.99246,4.00924,4.02354,4.03559,4.04559,4.0537,4.06004,4.06472,4.0678,4.06933,4.06933,4.0678,4.06472,4.06004,4.0537,4.04559,4.03559,4.02354,4.00924,3.99246,3.9729,3.95021,3.92397,3.89364,3.85859,3.81806,3.77107,3.71644,3.65268,3.57791,3.48975,3.38514,3.26016,3.10972,2.92726,2.70447,2.43106,2.09513,1.68479,1.19226,0.621811,0
0,0.513551,0.997212,1.43148,1.80879,2.13007,2.40073,2.62779,2.81826,2.97844,3.11366,3.22832,3.32599,3.40956,3.48133,3.5432,3.59668,3.64302,3.68321,3.71811,3.74838,3.77461,3.79725,3.81672,3.83332,3.84732,3.85896,3.86841,3.8758,3.88125,3.88484,3.88663,3.88663,3.88484,3.88125,3.8758,3.86841,3.85896,3.84732,3.83332,3.81672,3.79725,3.77461,3.74838,3.71811,3.68321,3.64302,3.59668,3.5432,3.48133,3.40956,3.32599,3.22832,3.11366,2.97844,2.81826,2.62779,2.40073,2.13007,1.80879,1.43148,0.997212,0.513551,0
0,0.435179,0.851549,1.23514,1.57849,1.87971,2.1406,2.3649,2.55711,2.72169,2.86275,2.98389,3.08819,3.17822,3.25614,3.32373,3.38246,3.43358,3.4781,3.51686,3.5506,3.57989,3.60523,3.62705,3.64569,3.66143,3.67453,3.68516,3.69349,3.69964,3.70369,3.7057,3.7057,3.70369,3.69964,3.69349,3.68516,3.67453,3.66143,3.64569,3.62705,3.60523,3.57989,3.5506,3.51686,3.4781,3.43358,3.38246,3.32373,3.25614,3.17822,3.08819,2.98389,2.86275,2.72169,2.55711,2.3649,2.1406,1.87971,1.57849,1.23514,0.851549,0.435179,0
0,0.375619,0.738664,1.07904,1.39032,1.66967,1.91704,2.13412,2.32358,2.48844,2.63174,2.7563,2.86465,2.959,3.04128,3.1131,3.17586,3.23074,3.27873,3.32066,3.35725,3.38911,3.41674,3.44056,3.46095,3.47819,3.49255,3.50422,3.51337,3.52013,3.52458,3.52679,3.52679,3.52458,3.52013,3.51337,3.50422,3.49255,3.47819,3.46095,3.44056,3.41674,3.38911,3.35725,3.32066,3.27873,3.23074,3.17586,3.1131,3.04128,2.959,2.86465,2.7563,2.63174,2.48844,2.32358,2.13412,1.91704,1.66967,1.39032,1.07904,0.738664,0.375619,0
0,0.328631,0.648454,0.952023,1.23407,1.49163,1.72376,1.93095,2.11464,2.27677,2.41949,2.54492,2.6551,2.75186,2.83686,2.91154,2.97715,3.03479,3.08541,3.12979,3.16865,3.20257,3.23204,3.25752,3.27935,3.29785,3.31326,3.3258,3.33565,3.34292,3.34771,3.35009,3.35009,3.34771,3.34292,3.33565,3.3258,3.31326,3.29785,3.27935,3.25752,3.23204,3.20257,3.16865,3.12979,3.08541,3.03479,2.97715,2.91154,2.83686,2.75186,2.6551,2.54492,2.41949,2.27677,2.11464,1.93095,1.72376,1.49163,1.23407,0.952023,0.648454,0.328631,0
